Country,State,Year,Sector Of Energy Sale,Categories Of Consumer For Electrical Energy Sales,"Energy Sale (UOM:Gwh(Gigawatthour)), Scaling Factor:1"
India,Sikkim,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,13828.260
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,10942.370
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,29140.340
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),26255.440
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),9622.860
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2854.360
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,1151.870
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,971.710
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1151.870
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,20338.710
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,6167.430
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,12256.700
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),12510.590
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1091.180
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,4274.340
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,334.570
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,785.660
India,Telangana,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,800.560
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Agriculture,481.820
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Commercial,20.020
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Domestic,125.680
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Industrial Power (High Voltage),0.000
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Industrial Power (Low and Med Voltage),102.270
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Miscellaneous,1.370
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Public Lighting,6.320
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Traction,0.000
India,Telangana,"Financial Year (Apr - Mar), 2019",Private Licensees,Works and Sewage Pumping,67.320
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,9.590
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,86.350
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,300.350
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),7927.880
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),424.050
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,18.240
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,9.370
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,7.810
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,34.380
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,71.830
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,531.070
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),22.880
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),17.230
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,122.250
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,48.090
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Tripura,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,66.480
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,18178.320
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,6402.520
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,41662.660
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),11329.330
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),3293.830
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,7733.850
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,840.110
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1683.940
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1726.910
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Agriculture,21.730
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Commercial,295.330
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Domestic,586.390
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Industrial Power (High Voltage),0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Industrial Power (Low and Med Voltage),1077.730
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Miscellaneous,45.690
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Public Lighting,33.140
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Traction,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Private Licensees,Works and Sewage Pumping,20.650
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,191.350
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,1396.930
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,3113.850
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),6105.240
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),311.940
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,373.490
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,46.450
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,29.080
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,453.030
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,1398.750
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4768.930
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,12215.950
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),14626.470
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1517.240
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2448.990
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,495.100
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1615.000
India,West Bengal,"Financial Year (Apr - Mar), 2019",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,517.650
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Agriculture,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Commercial,1902.290
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Domestic,4812.150
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Industrial Power (High Voltage),2075.070
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Industrial Power (Low and Med Voltage),799.080
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Miscellaneous,270.540
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Public Lighting,275.130
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Traction,253.620
India,West Bengal,"Financial Year (Apr - Mar), 2019",Private Licensees,Works and Sewage Pumping,489.580
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,1.020
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,60.290
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,133.860
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),20.990
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,31.790
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,6.720
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,12473.420
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4518.400
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,14013.610
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),13162.930
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),5288.320
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2474.230
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,538.070
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1533.880
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,564.190
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,365.170
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,206.210
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,187.960
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),0.000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),44.350
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,4.120
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,15.660
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.930
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,15.330
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.030
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,51.020
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,185.720
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),116.500
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),4.380
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,78.780
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,10.120
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,46.710
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,1096.950
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,3677.500
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),1529.670
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),112.230
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,702.980
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,15.970
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,86.160
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Assam,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,0.000
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,726.710
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,2067.820
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,11505.490
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),2582.400
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),553.880
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2004.210
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,62.150
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1248.970
India,Bihar,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,104.770
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,1.360
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,472.980
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,704.670
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),135.270
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),125.150
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,80.930
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,15.090
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,5038.430
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,1482.140
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,5214.970
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),8496.590
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),539.860
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,94.490
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,983.480
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,360.250
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,240.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Agriculture,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Commercial,1078.340
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Domestic,272.660
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Industrial Power (High Voltage),0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Industrial Power (Low and Med Voltage),0.050
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Miscellaneous,11.970
